SW-TV ,#genre#
CCTV-10,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000026367/index.m3u8?channel-id=ystenlive&Contentid=1000000001000026367&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000016738/index.m3u8?channel-id=bestzb&Contentid=5000000010000016738&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010203/#http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010203/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010203/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265010/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265010&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010203/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000012827/#http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010203/#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000012827/index.m3u8?channel-id=bestzb&Contentid=5000000004000012827&livemode=1&stbId=3#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000023734/#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000023734/index.m3u8?channel-id=ystenlive&Contentid=1000000001000023734&livemode=1&stbId=3#http://14.23.119.90:59902/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000019789/index.m3u8?channel-id=ystenlive&Contentid=1000000002000019789&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010092/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010092/index.m3u8#http://[2409:8087:74f0:22::4]:6410/270000001128/9900000508/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000508#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031106/#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031106/index.m3u8?channel-id=bestzb&Contentid=5000000011000031106&livemode=1&stbId=3#http://14.23.119.90:59902/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0#http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/1.m3u8
CCTV-12,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/index.m3u8#http://[2409:8087:74f0:22::4]:6410/270000001128/9900000509/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000509#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000001640/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001640&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/#http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010205/main.m3u8#http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010205/#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265012/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265012&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010205/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031107/index.m3u8?channel-id=bestzb&Contentid=5000000011000031107&livemode=1&stbId=3#http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010205/1.m3u8#http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031107/
CCTV-13,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010093/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010093/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000021303/index.m3u8?channel-id=ystenlive&Contentid=1000000002000021303&livemode=1&stbId=3#http://[2409:8087:74f0:22::4]:6410/270000001128/9900000510/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000510#http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010093/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031108/#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8#http://14.23.119.90:59902/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000023358/index.m3u8?channel-id=bestzb&Contentid=5000000010000023358&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000021349/index.m3u8?channel-id=ystenlive&Contentid=1000000001000021349&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/1.m3u8#http://[2409:8087:74f0:22::4]:6410/270000001128/9900000511/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000511#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010207/#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265013/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265013&livemode=1&stbId=3#http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010207/#http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000006673/#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000006673/index.m3u8?channel-id=bestzb&Contentid=5000000004000006673&livemode=1&stbId=3#http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010066/#http://14.23.119.90:59902/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010094/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/1.m3u8#http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010094/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010094/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000008163/index.m3u8?channel-id=ystenlive&Contentid=1000000002000008163&livemode=1&stbId=3#http://[2409:8087:74f0:22::4]:6410/270000001128/9900000512/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000512#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031109/#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8#http://14.23.119.90:59902/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-16,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000016/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000016#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000006000233001/1.m3u8#http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010142/main.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000006000233001/index.m3u8?channel-id=ystenlive&Contentid=1000000006000233001&livemode=1&stbId=3#http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$LR•IPV6『线路13』#http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8$LR•IPV4『线路16』#http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/#http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010142/#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010142/main.m3u8#http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010142/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000006000233002/
CCTV-17,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000056836/index.m3u8?channel-id=ystenlive&Contentid=1000000005000056836&livemode=1&stbId=3#http://[2409:8087:74f0:22::4]:6410/270000001128/9900000513/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000513#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/index.m3u8#http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010210/main.m3u8#http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010210/1.m3u8#http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010210/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/1.m3u8$LR•IPV6『线路3』#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/1.m3u8?$LR•IPV6『线路10』#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/index.m3u8$LR•IPV6『线路14』#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010210/main.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$LR•IPV4『线路20』#http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$LR•IPV6『线路13』#http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8?$LR•IPV6『线路9』#http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$LR•IPV6『线路17』#http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8$LR•IPV6『线路4』#http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225765/index.m3u8$LR•IPV6『线路11』#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$LR•IPV6『线路5』#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000006000268004/#http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8$LR•IPV6『线路1』#http://14.23.119.90:59902/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0


甘肃卫视,http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010098/1.m3u8#http://[2409:8087:74f0:22::5]:6410/270000001128/9900000023/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000023#http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010098/main.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010098/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010098/index.m3u8
北京卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000017156/index.m3u8?channel-id=ystenlive&Contentid=1000000001000017156&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010143/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010143/1.m3u8#http://[2409:8087:74f0:22::6]:6410/270000001128/9900000516/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000516#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010143/#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/8186688740528366039/index.m3u8?channel-id=ystenlive&Contentid=8186688740528366039&livemode=1&stbId=3
东方卫视,http://[2409:8087:74f0:22::5]:6410/270000001128/9900000518/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000518#http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010219/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010054/#http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010054/#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010054/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010054/1.m3u8#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010219/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000032246/index.m3u8?channel-id=bestzb&Contentid=5000000010000032246&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000265007/index.m3u8?channel-id=bestzb&Contentid=5000000011000265007&livemode=1&stbId=3
广东卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000028357/index.m3u8?channel-id=ystenlive&Contentid=1000000001000028357&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010221/#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000014176/#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010055/#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010055/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000014176/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014176&livemode=1&stbId=3#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/5616881981321254555/index.m3u8?channel-id=ystenlive&Contentid=5616881981321254555&livemode=1&stbId=3
吉林卫视,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/6042486520432105075/index.m3u8?channel-id=ystenlive&Contentid=6042486520432105075&livemode=1&stbId=3
东南卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000009263/index.m3u8?channel-id=ystenlive&Contentid=1000000002000009263&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000010584/index.m3u8?channel-id=bestzb&Contentid=5000000004000010584&livemode=1&stbId=3#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
天津卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000000831/index.m3u8?channel-id=ystenlive&Contentid=1000000001000000831&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000001000030788/index.m3u8?channel-id=bestzb&Contentid=5000000001000030788&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000006827/index.m3u8?channel-id=bestzb&Contentid=5000000004000006827&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010069/index.m3u8#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/6707942579111517572/index.m3u8?channel-id=ystenlive&Contentid=6707942579111517572&livemode=1&stbId=3
安徽卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010041/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000020780/index.m3u8?channel-id=ystenlive&Contentid=1000000001000020780&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265025/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265025&livemode=1&stbId=3#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
山东卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000012807/index.m3u8?channel-id=ystenlive&Contentid=1000000001000012807&livemode=1&stbId=3#http://[2409:8087:74f0:22::5]:6410/270000001128/9900000527/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000527#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/7347081113971056899/index.m3u8?channel-id=ystenlive&Contentid=7347081113971056899&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/7744799445271696577/index.m3u8?channel-id=ystenlive&Contentid=7744799445271696577&livemode=1&stbId=3
广西卫视,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010099/main.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010099/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000019837/index.m3u8?channel-id=ystenlive&Contentid=1000000002000019837&livemode=1&stbId=3#http://[2409:8087:74f0:22::7]:6410/270000001128/9900000034/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000034#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031118/index.m3u8?channel-id=bestzb&Contentid=5000000011000031118&livemode=1&stbId=3#http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
江苏卫视,http://[2409:8087:74f0:22::6]:6410/270000001128/9900000524/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000524#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010225/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010059/1.m3u8#http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010059/main.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010059/index.m3u8#http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010059/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000001828/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001828&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000018509/index.m3u8?channel-id=bestzb&Contentid=5000000010000018509&livemode=1&stbId=3#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000265009/index.m3u8?channel-id=bestzb&Contentid=5000000011000265009&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/4796340999304424198/index.m3u8?channel-id=ystenlive&Contentid=4796340999304424198&livemode=1&stbId=3
河北卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010101/index.m3u8#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8#http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8#http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=f1b16a3a3866dafecb94ec2bb4160e58
河南卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031119/index.m3u8?channel-id=bestzb&Contentid=5000000011000031119&livemode=1&stbId=3#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/7304224304099543804/index.m3u8?channel-id=ystenlive&Contentid=7304224304099543804&livemode=1&stbId=3
浙江卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000009806/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009806&livemode=1&stbId=3#http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010070/1.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000017320/index.m3u8?channel-id=bestzb&Contentid=5000000010000017320&livemode=1&stbId=3#https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#http://ali-m-l.cztv.com:80/channels/lantian/channel001/1080p.m3u8#http://[2409:8087:74f0:22::5]:6410/270000001128/9900000531/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000531#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265031/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265031&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010070/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010070/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000007275/index.m3u8?channel-id=bestzb&Contentid=5000000004000007275&livemode=1&stbId=3#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8#http://ali-m-l.cztv.com/channels/lantian/channel001/720p.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/7889730693553663314/index.m3u8?channel-id=ystenlive&Contentid=7889730693553663314&livemode=1&stbId=3#http://ali-m-l.cztv.com/channels/lantian/channel001/360p.m3u8
海南卫视,http://[2409:8087:74f0:22::7]:6410/270000001128/9900000037/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000037#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/7899627377857656087/index.m3u8?channel-id=ystenlive&Contentid=7899627377857656087&livemode=1&stbId=3
深圳卫视,http://[2409:8087:74f0:22::5]:6410/270000001128/9900000529/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000529#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265028/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265028&livemode=1&stbId=3#http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010068/main.m3u8#http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010068/#http://[2409:8087:5e00:24::1e]:6060/000000001000/5352218613763113657/index.m3u8?channel-id=ystenlive&Contentid=5352218613763113657&livemode=1&stbId=3
海峡卫视,http://php.jdshipin.com:8880/fujian.php?id=9
湖北卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000010355/index.m3u8?channel-id=ystenlive&Contentid=1000000001000010355&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000014954/index.m3u8?channel-id=bestzb&Contentid=5000000004000014954&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010057/index.m3u8#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖南卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000265010/index.m3u8?channel-id=bestzb&Contentid=5000000011000265010&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000009115/index.m3u8?channel-id=ystenlive&Contentid=1000000001000009115&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000010000030452/index.m3u8?channel-id=bestzb&Contentid=5000000010000030452&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000032695/index.m3u8?channel-id=ystenlive&Contentid=1000000001000032695&livemode=1&stbId=3#http://[2409:8087:74f0:22::5]:6410/270000001128/9900000523/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000523#http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010224/#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010224/#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010058/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010058/#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/6954818217931477266/index.m3u8?channel-id=ystenlive&Contentid=6954818217931477266&livemode=1&stbId=3
贵州卫视,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010100/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000003169/index.m3u8?channel-id=ystenlive&Contentid=1000000002000003169&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010100/index.m3u8#http://[2409:8087:74f0:22::7]:6410/270000001128/9900000036/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000036#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000025843/index.m3u8?channel-id=bestzb&Contentid=5000000004000025843&livemode=1&stbId=3#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
重庆卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000025797/index.m3u8?channel-id=bestzb&Contentid=5000000004000025797&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010053/index.m3u8#http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8#http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
青海卫视,http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010111/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010111/1.m3u8#http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010111/main.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010111/index.m3u8#http://[2409:8087:74f0:22::5]:6410/270000001128/9900000042/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000042#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000006000040015/index.m3u8?channel-id=bestzb&Contentid=5000000006000040015&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000013359/index.m3u8?channel-id=ystenlive&Contentid=1000000002000013359&livemode=1&stbId=3#http://stream.qhbtv.com/qhws/sd/live.m3u8#http://stream.qhbtv.com:80/qhws/sd/live.m3u8
黑龙江卫视,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010056/index.m3u8#http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265029/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265029&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000025203/index.m3u8?channel-id=bestzb&Contentid=5000000004000025203&livemode=1&stbId=3#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010056/1.m3u8#http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010056/
三沙卫视,http://[2409:8087:5e00:24::1e]:6060/000000001000/4600001000000000117/1.m3u8
